category,ceremony,film,film_awards.nomsBaftas,film_awards.nomsGoldenGlobes,film_awards.nomsOscars,film_awards.winsBaftas,film_awards.winsGoldenGlobes,film_awards.winsOscars,name,winner,year_ceremony,year_film
Production Design,90,Beauty and the Beast,2,0,2,0,0,0,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,false,2018,2017
Production Design,90,Blade Runner 2049,5,0,3,2,0,2,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,false,2018,2017
Production Design,90,Darkest Hour,7,0,4,2,1,2,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,false,2018,2017
Production Design,90,Dunkirk,6,3,5,1,0,3,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,false,2018,2017
Production Design,90,The Shape of Water,9,5,9,2,2,4,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,true,2018,2017
Short Film (Animated),90,Dear Basketball,0,0,0,0,0,1,Glen Keane and Kobe Bryant,true,2018,2017
Short Film (Animated),90,Garden Party,0,0,1,0,0,0,Victor Caire and Gabriel Grapperon,false,2018,2017
Short Film (Animated),90,Lou,0,0,1,0,0,0,Dave Mullins and Dana Murray,false,2018,2017
Short Film (Animated),90,Negative Space,0,0,1,0,0,0,Max Porter and Ru Kuwahata,false,2018,2017
Short Film (Animated),90,Revolting Rhymes,0,0,0,0,0,0,Jakob Schuh and Jan Lachauer,false,2018,2017
Short Film (Live Action),90,DeKalb Elementary,0,0,1,0,0,0,Reed Van Dyk,false,2018,2017
Short Film (Live Action),90,"The Eleven O'Clock",0,0,1,0,0,0,Derin Seale and Josh Lawson,false,2018,2017
Short Film (Live Action),90,My Nephew Emmett,0,0,1,0,0,0,"Kevin Wilson, Jr.",false,2018,2017
Short Film (Live Action),90,The Silent Child,0,0,0,0,0,1,Chris Overton and Rachel Shenton,true,2018,2017
Short Film (Live Action),90,Watu Wote/All of Us,0,0,1,0,0,0,Katja Benrath and Tobias Rosen,false,2018,2017
Sound,90,Baby Driver,1,1,3,1,0,0,"Julian Slater, Tim Cavagin and Mary H. Ellis",false,2018,2017
Sound,90,Blade Runner 2049,5,0,3,2,0,2,"Ron Bartlett, Doug Hemphill and Mac Ruth",false,2018,2017
Sound,90,Dunkirk,6,3,5,1,0,3,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",true,2018,2017
Sound,90,The Shape of Water,9,5,9,2,2,4,"Christian Cooke, Brad Zoern and Glen Gauthier",false,2018,2017
Sound,90,Star Wars: The Last Jedi,2,0,4,0,0,0,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",false,2018,2017
Visual Effects,90,Blade Runner 2049,5,0,3,2,0,2,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",true,2018,2017
Visual Effects,90,Guardians of the Galaxy Vol. 2,0,0,1,0,0,0,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",false,2018,2017
Visual Effects,90,Kong: Skull Island,0,0,1,0,0,0,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",false,2018,2017
Visual Effects,90,Star Wars: The Last Jedi,2,0,4,0,0,0,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",false,2018,2017
Visual Effects,90,War for the Planet of the Apes,1,0,1,0,0,0,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",false,2018,2017
Writing (Adapted Screenplay),90,Call Me by Your Name,2,3,3,1,0,1,Screenplay by James Ivory,true,2018,2017
Writing (Adapted Screenplay),90,The Disaster Artist,0,1,1,0,1,0,Screenplay by Scott Neustadter & Michael H. Weber,false,2018,2017
Writing (Adapted Screenplay),90,Logan,0,0,1,0,0,0,Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,false,2018,2017
Writing (Adapted Screenplay),90,"Molly's Game",1,2,1,0,0,0,Written for the screen by Aaron Sorkin,false,2018,2017
Writing (Adapted Screenplay),90,Mudbound,0,2,4,0,0,0,Screenplay by Virgil Williams and Dee Rees,false,2018,2017
Writing (Original Screenplay),90,The Big Sick,0,0,1,0,0,0,Written by Emily V. Gordon & Kumail Nanjiani,false,2018,2017
Writing (Original Screenplay),90,Get Out,2,2,3,0,0,1,Written by Jordan Peele,true,2018,2017
Writing (Original Screenplay),90,Lady Bird,3,2,5,0,2,0,Written by Greta Gerwig,false,2018,2017
Writing (Original Screenplay),90,The Shape of Water,9,5,9,2,2,4,Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,false,2018,2017
Writing (Original Screenplay),90,"Three Billboards outside Ebbing, Missouri",3,2,5,5,4,2,Written by Martin McDonagh,false,2018,2017
Actor in a Leading Role,91,Vice,5,5,7,1,1,1,Christian Bale,false,2019,2018
Actor in a Leading Role,91,A Star Is Born,5,4,7,1,1,1,Bradley Cooper,false,2019,2018
Actor in a Leading Role,91,"At Eternity's Gate",0,1,1,0,0,0,Willem Dafoe,false,2019,2018
Actor in a Leading Role,91,Bohemian Rhapsody,5,0,1,2,2,4,Rami Malek,true,2019,2018
Actor in a Leading Role,91,Green Book,3,2,2,1,3,3,Viggo Mortensen,false,2019,2018
Actor in a Supporting Role,91,Green Book,3,2,2,1,3,3,Mahershala Ali,true,2019,2018
Actor in a Supporting Role,91,BlacKkKlansman,3,4,5,1,0,1,Adam Driver,false,2019,2018
Actor in a Supporting Role,91,A Star Is Born,5,4,7,1,1,1,Sam Elliott,false,2019,2018
Actor in a Supporting Role,91,Can You Ever Forgive Me?,3,2,3,0,0,0,Richard E. Grant,false,2019,2018
Actor in a Supporting Role,91,Vice,5,5,7,1,1,1,Sam Rockwell,false,2019,2018
Actress in a Leading Role,91,Roma,3,1,7,3,2,3,Yalitza Aparicio,false,2019,2018
Actress in a Leading Role,91,The Wife,1,0,1,0,1,0,Glenn Close,false,2019,2018
Actress in a Leading Role,91,The Favourite,4,4,9,7,1,1,Olivia Colman,true,2019,2018
Actress in a Leading Role,91,A Star Is Born,5,4,7,1,1,1,Lady Gaga,false,2019,2018
Actress in a Leading Role,91,Can You Ever Forgive Me?,3,2,3,0,0,0,Melissa McCarthy,false,2019,2018
Actress in a Supporting Role,91,Vice,5,5,7,1,1,1,Amy Adams,false,2019,2018
Actress in a Supporting Role,91,Roma,3,1,7,3,2,3,Marina de Tavira,false,2019,2018
Actress in a Supporting Role,91,If Beale Street Could Talk,2,2,2,0,1,1,Regina King,true,2019,2018
Actress in a Supporting Role,91,The Favourite,4,4,9,7,1,1,Emma Stone,false,2019,2018
Actress in a Supporting Role,91,The Favourite,4,4,9,7,1,1,Rachel Weisz,false,2019,2018
Animated Feature Film,91,Incredibles 2,1,1,1,0,0,0,"Brad Bird, John Walker and Nicole Paradis Grindle",false,2019,2018
Animated Feature Film,91,Isle of Dogs,2,2,2,0,0,0,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",false,2019,2018
Animated Feature Film,91,Mirai,0,1,1,0,0,0,Mamoru Hosoda and Yuichiro Saito,false,2019,2018
Animated Feature Film,91,Ralph Breaks the Internet,0,1,1,0,0,0,"Rich Moore, Phil Johnston and Clark Spencer",false,2019,2018
Animated Feature Film,91,Spider-Man: Into the Spider-Verse,0,0,0,1,1,1,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",true,2019,2018
Cinematography,91,Cold War,3,0,3,0,0,0,Lukasz Zal,false,2019,2018
Cinematography,91,The Favourite,4,4,9,7,1,1,Robbie Ryan,false,2019,2018
Cinematography,91,Never Look Away,0,1,2,0,0,0,Caleb Deschanel,false,2019,2018
Cinematography,91,Roma,3,1,7,3,2,3,Alfonso Cuarón,true,2019,2018
Cinematography,91,A Star Is Born,5,4,7,1,1,1,Matthew Libatique,false,2019,2018
Costume Design,91,The Ballad of Buster Scruggs,1,0,3,0,0,0,Mary Zophres,false,2019,2018
Costume Design,91,Black Panther,0,3,4,1,0,3,Ruth Carter,true,2019,2018
Costume Design,91,The Favourite,4,4,9,7,1,1,Sandy Powell,false,2019,2018
Costume Design,91,Mary Poppins Returns,3,4,4,0,0,0,Sandy Powell,false,2019,2018
Costume Design,91,Mary Queen of Scots,3,0,2,0,0,0,Alexandra Byrne,false,2019,2018
Directing,91,BlacKkKlansman,3,4,5,1,0,1,Spike Lee,false,2019,2018
Directing,91,Cold War,3,0,3,0,0,0,Pawel Pawlikowski,false,2019,2018
Directing,91,The Favourite,4,4,9,7,1,1,Yorgos Lanthimos,false,2019,2018
Directing,91,Roma,3,1,7,3,2,3,Alfonso Cuarón,true,2019,2018
Directing,91,Vice,5,5,7,1,1,1,Adam McKay,false,2019,2018
Documentary Feature Film,91,Free Solo,0,0,0,1,0,1,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",true,2019,2018
Documentary Feature Film,91,"Hale County This Morning, This Evening",0,0,1,0,0,0,"RaMell Ross, Joslyn Barnes and Su Kim",false,2019,2018
Documentary Feature Film,91,Minding the Gap,0,0,1,0,0,0,Bing Liu and Diane Quon,false,2019,2018
Documentary Feature Film,91,Of Fathers and Sons,0,0,1,0,0,0,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",false,2019,2018
Documentary Feature Film,91,RBG,1,0,2,0,0,0,Betsy West and Julie Cohen,false,2019,2018
Documentary Short Film,91,Black Sheep,0,0,1,0,0,0,Ed Perkins and Jonathan Chinn,false,2019,2018
Documentary Short Film,91,End Game,0,0,1,0,0,0,Rob Epstein and Jeffrey Friedman,false,2019,2018
Documentary Short Film,91,Lifeboat,0,0,1,0,0,0,Skye Fitzgerald and Bryn Mooser,false,2019,2018
Documentary Short Film,91,A Night at The Garden,0,0,1,0,0,0,Marshall Curry,false,2019,2018
Documentary Short Film,91,Period. End of Sentence.,0,0,0,0,0,1,Rayka Zehtabchi and Melissa Berton,true,2019,2018
Film Editing,91,BlacKkKlansman,3,4,5,1,0,1,Barry Alexander Brown,false,2019,2018
Film Editing,91,Bohemian Rhapsody,5,0,1,2,2,4,John Ottman,true,2019,2018
Film Editing,91,The Favourite,4,4,9,7,1,1,Yorgos Mavropsaridis,false,2019,2018
Film Editing,91,Green Book,3,2,2,1,3,3,Patrick J. Don Vito,false,2019,2018
Film Editing,91,Vice,5,5,7,1,1,1,Hank Corwin,false,2019,2018
International Feature Film,91,Capernaum,1,1,1,0,0,0,Lebanon,false,2019,2018
International Feature Film,91,Cold War,3,0,3,0,0,0,Poland,false,2019,2018
International Feature Film,91,Never Look Away,0,1,2,0,0,0,Germany,false,2019,2018
International Feature Film,91,Roma,3,1,7,3,2,3,Mexico,true,2019,2018
International Feature Film,91,Shoplifters,1,1,1,0,0,0,Japan,false,2019,2018
Makeup and Hairstyling,91,Border,0,0,1,0,0,0,Göran Lundström and Pamela Goldammer,false,2019,2018
Makeup and Hairstyling,91,Mary Queen of Scots,3,0,2,0,0,0,"Jenny Shircore, Marc Pilcher and Jessica Brooks",false,2019,2018
Makeup and Hairstyling,91,Vice,5,5,7,1,1,1,"Greg Cannom, Kate Biscoe and Patricia Dehaney",true,2019,2018
Music (Original Score),91,Black Panther,0,3,4,1,0,3,Ludwig Goransson,true,2019,2018
Music (Original Score),91,BlacKkKlansman,3,4,5,1,0,1,Terence Blanchard,false,2019,2018
Music (Original Score),91,If Beale Street Could Talk,2,2,2,0,1,1,Nicholas Britell,false,2019,2018
Music (Original Score),91,Isle of Dogs,2,2,2,0,0,0,Alexandre Desplat,false,2019,2018
Music (Original Score),91,Mary Poppins Returns,3,4,4,0,0,0,Marc Shaiman,false,2019,2018
Music (Original Song),91,Black Panther,0,3,4,1,0,3,"Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith",false,2019,2018
Music (Original Song),91,RBG,1,0,2,0,0,0,Music and Lyric by Diane Warren,false,2019,2018
Music (Original Song),91,Mary Poppins Returns,3,4,4,0,0,0,Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,false,2019,2018
Music (Original Song),91,A Star Is Born,5,4,7,1,1,1,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",true,2019,2018
Music (Original Song),91,The Ballad of Buster Scruggs,1,0,3,0,0,0,Music and Lyric by Gillian Welch and David Rawlings,false,2019,2018
Best Picture,91,Black Panther,0,3,4,1,0,3,"Kevin Feige, Producer",false,2019,2018
Best Picture,91,BlacKkKlansman,3,4,5,1,0,1,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",false,2019,2018
Best Picture,91,Bohemian Rhapsody,5,0,1,2,2,4,"Graham King, Producer",false,2019,2018
Best Picture,91,The Favourite,4,4,9,7,1,1,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",false,2019,2018
Best Picture,91,Green Book,3,2,2,1,3,3,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",true,2019,2018
Best Picture,91,Roma,3,1,7,3,2,3,"Gabriela Rodríguez and Alfonso Cuarón, Producers",false,2019,2018
Best Picture,91,A Star Is Born,5,4,7,1,1,1,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",false,2019,2018
Best Picture,91,Vice,5,5,7,1,1,1,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",false,2019,2018
Production Design,91,Black Panther,0,3,4,1,0,3,Production Design: Hannah Beachler; Set Decoration: Jay Hart,true,2019,2018
Production Design,91,The Favourite,4,4,9,7,1,1,Production Design: Fiona Crombie; Set Decoration: Alice Felton,false,2019,2018
Production Design,91,First Man,7,1,3,0,1,1,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,false,2019,2018
Production Design,91,Mary Poppins Returns,3,4,4,0,0,0,Production Design: John Myhre; Set Decoration: Gordon Sim,false,2019,2018
Production Design,91,Roma,3,1,7,3,2,3,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,false,2019,2018
Short Film (Animated),91,Animal Behaviour,0,0,1,0,0,0,Alison Snowden and David Fine,false,2019,2018
Short Film (Animated),91,Bao,0,0,0,0,0,1,Domee Shi and Becky Neiman-Cobb,true,2019,2018
Short Film (Animated),91,Late Afternoon,0,0,1,0,0,0,Louise Bagnall and Nuria González Blanco,false,2019,2018
Short Film (Animated),91,One Small Step,0,0,1,0,0,0,Andrew Chesworth and Bobby Pontillas,false,2019,2018
Short Film (Animated),91,Weekends,0,0,1,0,0,0,Trevor Jimenez,false,2019,2018
Short Film (Live Action),91,Detainment,0,0,1,0,0,0,Vincent Lambe and Darren Mahon,false,2019,2018
Short Film (Live Action),91,Fauve,0,0,1,0,0,0,Jeremy Comte and Maria Gracia Turgeon,false,2019,2018
Short Film (Live Action),91,Marguerite,0,0,1,0,0,0,Marianne Farley and Marie-Hélène Panisset,false,2019,2018
Short Film (Live Action),91,Mother,0,0,0,0,0,0,Rodrigo Sorogoyen and María del Puy Alvarado,false,2019,2018
Short Film (Live Action),91,Skin,0,0,0,0,0,0,Guy Nattiv and Jaime Ray Newman,true,2019,2018
Sound,91,Black Panther,0,3,4,1,0,3,"Steve Boeddeker, Brandon Proctor and Peter Devlin",false,2019,2018
Sound,91,Bohemian Rhapsody,5,0,1,2,2,4,"Paul Massey, Tim Cavagin and John Casali",true,2019,2018
Sound,91,First Man,7,1,3,0,1,1,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",false,2019,2018
Sound,91,Roma,3,1,7,3,2,3,"Skip Lievsay, Craig Henighan and José Antonio García",false,2019,2018
Sound,91,A Star Is Born,5,4,7,1,1,1,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",false,2019,2018
Visual Effects,91,Avengers: Infinity War,1,0,1,0,0,0,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",false,2019,2018
Visual Effects,91,Christopher Robin,0,0,1,0,0,0,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",false,2019,2018
Visual Effects,91,First Man,7,1,3,0,1,1,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",true,2019,2018
Visual Effects,91,Ready Player One,1,0,1,0,0,0,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",false,2019,2018
Visual Effects,91,Solo: A Star Wars Story,0,0,1,0,0,0,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",false,2019,2018
Writing (Adapted Screenplay),91,The Ballad of Buster Scruggs,1,0,3,0,0,0,Written by Joel Coen & Ethan Coen,false,2019,2018
Writing (Adapted Screenplay),91,BlacKkKlansman,3,4,5,1,0,1,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,true,2019,2018
Writing (Adapted Screenplay),91,Can You Ever Forgive Me?,3,2,3,0,0,0,Screenplay by Nicole Holofcener and Jeff Whitty,false,2019,2018
Writing (Adapted Screenplay),91,If Beale Street Could Talk,2,2,2,0,1,1,Written for the screen by Barry Jenkins,false,2019,2018
Writing (Adapted Screenplay),91,A Star Is Born,5,4,7,1,1,1,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,false,2019,2018
Writing (Original Screenplay),91,The Favourite,4,4,9,7,1,1,Written by Deborah Davis and Tony McNamara,false,2019,2018
Writing (Original Screenplay),91,First Reformed,0,0,1,0,0,0,Written by Paul Schrader,false,2019,2018
Writing (Original Screenplay),91,Green Book,3,2,2,1,3,3,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",true,2019,2018
Writing (Original Screenplay),91,Roma,3,1,7,3,2,3,Written by Alfonso Cuarón,false,2019,2018
Writing (Original Screenplay),91,Vice,5,5,7,1,1,1,Written by Adam McKay,false,2019,2018
Actor in a Leading Role,92,Pain and Glory,1,2,2,0,0,0,Antonio Banderas,false,2020,2019
Actor in a Leading Role,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,Leonardo DiCaprio,false,2020,2019
Actor in a Leading Role,92,Marriage Story,4,5,5,1,1,1,Adam Driver,false,2020,2019
Actor in a Leading Role,92,Joker,8,2,9,3,2,2,Joaquin Phoenix,true,2020,2019
Actor in a Leading Role,92,The Two Popes,5,4,3,0,0,0,Jonathan Pryce,false,2020,2019
Actor in a Supporting Role,92,A Beautiful Day in the Neighborhood,1,1,1,0,0,0,Tom Hanks,false,2020,2019
Actor in a Supporting Role,92,The Two Popes,5,4,3,0,0,0,Anthony Hopkins,false,2020,2019
Actor in a Supporting Role,92,The Irishman,10,5,10,0,0,0,Al Pacino,false,2020,2019
Actor in a Supporting Role,92,The Irishman,10,5,10,0,0,0,Joe Pesci,false,2020,2019
Actor in a Supporting Role,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,Brad Pitt,true,2020,2019
Actress in a Leading Role,92,Harriet,0,2,2,0,0,0,Cynthia Erivo,false,2020,2019
Actress in a Leading Role,92,Marriage Story,4,5,5,1,1,1,Scarlett Johansson,false,2020,2019
Actress in a Leading Role,92,Little Women,4,2,5,1,0,1,Saoirse Ronan,false,2020,2019
Actress in a Leading Role,92,Bombshell,2,2,2,1,0,1,Charlize Theron,false,2020,2019
Actress in a Leading Role,92,Judy,2,0,1,1,1,1,Renée Zellweger,true,2020,2019
Actress in a Supporting Role,92,Richard Jewell,0,1,1,0,0,0,Kathy Bates,false,2020,2019
Actress in a Supporting Role,92,Marriage Story,4,5,5,1,1,1,Laura Dern,true,2020,2019
Actress in a Supporting Role,92,Jojo Rabbit,5,2,5,1,0,1,Scarlett Johansson,false,2020,2019
Actress in a Supporting Role,92,Little Women,4,2,5,1,0,1,Florence Pugh,false,2020,2019
Actress in a Supporting Role,92,Bombshell,2,2,2,1,0,1,Margot Robbie,false,2020,2019
Animated Feature Film,92,How to Train Your Dragon: The Hidden World,0,1,1,0,0,0,"Dean DeBlois, Bradford Lewis and Bonnie Arnold",false,2020,2019
Animated Feature Film,92,I Lost My Body,0,0,1,0,0,0,Jérémy Clapin and Marc du Pontavice,false,2020,2019
Animated Feature Film,92,Klaus,0,0,1,1,0,0,"Sergio Pablos, Jinko Gotoh and Marisa Román",false,2020,2019
Animated Feature Film,92,Missing Link,0,0,1,0,1,0,"Chris Butler, Arianne Sutner and Travis Knight",false,2020,2019
Animated Feature Film,92,Toy Story 4,1,1,1,0,0,1,"Josh Cooley, Mark Nielsen and Jonas Rivera",true,2020,2019
Cinematography,92,The Irishman,10,5,10,0,0,0,Rodrigo Prieto,false,2020,2019
Cinematography,92,Joker,8,2,9,3,2,2,Lawrence Sher,false,2020,2019
Cinematography,92,The Lighthouse,1,0,1,0,0,0,Jarin Blaschke,false,2020,2019
Cinematography,92,1917,2,1,7,7,2,3,Roger Deakins,true,2020,2019
Cinematography,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,Robert Richardson,false,2020,2019
Costume Design,92,The Irishman,10,5,10,0,0,0,Sandy Powell and Christopher Peterson,false,2020,2019
Costume Design,92,Jojo Rabbit,5,2,5,1,0,1,Mayes C. Rubeo,false,2020,2019
Costume Design,92,Joker,8,2,9,3,2,2,Mark Bridges,false,2020,2019
Costume Design,92,Little Women,4,2,5,1,0,1,Jacqueline Durran,true,2020,2019
Costume Design,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,Arianne Phillips,false,2020,2019
Directing,92,The Irishman,10,5,10,0,0,0,Martin Scorsese,false,2020,2019
Directing,92,Joker,8,2,9,3,2,2,Todd Phillips,false,2020,2019
Directing,92,1917,2,1,7,7,2,3,Sam Mendes,false,2020,2019
Directing,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,Quentin Tarantino,false,2020,2019
Directing,92,Parasite,2,2,2,2,1,4,Bong Joon Ho,true,2020,2019
Documentary Feature Film,92,American Factory,1,0,0,0,0,1,"Steven Bognar, Julia Reichert and Jeff Reichert",true,2020,2019
Documentary Feature Film,92,The Cave,0,0,0,0,0,0,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær",false,2020,2019
Documentary Feature Film,92,The Edge of Democracy,0,0,1,0,0,0,"Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan",false,2020,2019
Documentary Feature Film,92,For Sama,3,0,1,1,0,0,Waad al-Kateab and Edward Watts,false,2020,2019
Documentary Feature Film,92,Honeyland,0,0,2,0,0,0,"Ljubo Stefanov, Tamara Kotevska and Atanas Georgiev",false,2020,2019
Documentary Short Film,92,In the Absence,0,0,1,0,0,0,Yi Seung-Jun and Gary Byung-Seok Kam,false,2020,2019
Documentary Short Film,92,"Learning to Skateboard in a Warzone (If You're a Girl)",0,0,0,1,0,1,Carol Dysinger and Elena Andreicheva,true,2020,2019
Documentary Short Film,92,Life Overtakes Me,0,0,1,0,0,0,John Haptas and Kristine Samuelson,false,2020,2019
Documentary Short Film,92,St. Louis Superman,0,0,1,0,0,0,Smriti Mundhra and Sami Khan,false,2020,2019
Documentary Short Film,92,Walk Run Cha-Cha,0,0,1,0,0,0,Laura Nix and Colette Sandstedt,false,2020,2019
Film Editing,92,Ford v Ferrari,2,1,2,1,0,2,Michael McCusker and Andrew Buckland,true,2020,2019
Film Editing,92,The Irishman,10,5,10,0,0,0,Thelma Schoonmaker,false,2020,2019
Film Editing,92,Jojo Rabbit,5,2,5,1,0,1,Tom Eagles,false,2020,2019
Film Editing,92,Joker,8,2,9,3,2,2,Jeff Groth,false,2020,2019
Film Editing,92,Parasite,2,2,2,2,1,4,Yang Jinmo,false,2020,2019
International Feature Film,92,Corpus Christi,0,0,1,0,0,0,Poland,false,2020,2019
International Feature Film,92,Honeyland,0,0,2,0,0,0,North Macedonia,false,2020,2019
International Feature Film,92,Les Misérables,0,0,0,0,0,0,France,false,2020,2019
International Feature Film,92,Pain and Glory,1,2,2,0,0,0,Spain,false,2020,2019
International Feature Film,92,Parasite,2,2,2,2,1,4,South Korea,true,2020,2019
Makeup and Hairstyling,92,Bombshell,2,2,2,1,0,1,"Kazu Hiro, Anne Morgan and Vivian Baker",true,2020,2019
Makeup and Hairstyling,92,Joker,8,2,9,3,2,2,Nicki Ledermann and Kay Georgiou,false,2020,2019
Makeup and Hairstyling,92,Judy,2,0,1,1,1,1,Jeremy Woodhead,false,2020,2019
Makeup and Hairstyling,92,Maleficent: Mistress of Evil,0,0,1,0,0,0,"Paul Gooch, Arjen Tuiten and David White",false,2020,2019
Makeup and Hairstyling,92,1917,2,1,7,7,2,3,"Naomi Donne, Tristan Versluis and Rebecca Cole",false,2020,2019
Music (Original Score),92,Joker,8,2,9,3,2,2,Hildur Guðnadóttir,true,2020,2019
Music (Original Score),92,Little Women,4,2,5,1,0,1,Alexandre Desplat,false,2020,2019
Music (Original Score),92,Marriage Story,4,5,5,1,1,1,Randy Newman,false,2020,2019
Music (Original Score),92,1917,2,1,7,7,2,3,Thomas Newman,false,2020,2019
Music (Original Score),92,Star Wars: The Rise of Skywalker,3,0,3,0,0,0,John Williams,false,2020,2019
Music (Original Song),92,Toy Story 4,1,1,1,0,0,1,Music and Lyric by Randy Newman,false,2020,2019
Music (Original Song),92,Rocketman,4,1,0,0,2,1,Music by Elton John; Lyric by Bernie Taupin,true,2020,2019
Music (Original Song),92,Breakthrough,0,0,1,0,0,0,Music and Lyric by Diane Warren,false,2020,2019
Music (Original Song),92,Frozen II,1,2,1,0,0,0,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,false,2020,2019
Music (Original Song),92,Harriet,0,2,2,0,0,0,Music and Lyric by Joshuah Brian Campbell and Cynthia Erivo,false,2020,2019
Best Picture,92,Ford v Ferrari,2,1,2,1,0,2,"Peter Chernin, Jenno Topping and James Mangold, Producers",false,2020,2019
Best Picture,92,The Irishman,10,5,10,0,0,0,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",false,2020,2019
Best Picture,92,Jojo Rabbit,5,2,5,1,0,1,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",false,2020,2019
Best Picture,92,Joker,8,2,9,3,2,2,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",false,2020,2019
Best Picture,92,Little Women,4,2,5,1,0,1,"Amy Pascal, Producer",false,2020,2019
Best Picture,92,Marriage Story,4,5,5,1,1,1,"Noah Baumbach and David Heyman, Producers",false,2020,2019
Best Picture,92,1917,2,1,7,7,2,3,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",false,2020,2019
Best Picture,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers",false,2020,2019
Best Picture,92,Parasite,2,2,2,2,1,4,"Kwak Sin Ae and Bong Joon Ho, Producers",true,2020,2019
Production Design,92,The Irishman,10,5,10,0,0,0,Production Design: Bob Shaw; Set Decoration: Regina Graves,false,2020,2019
Production Design,92,Jojo Rabbit,5,2,5,1,0,1,Production Design: Ra Vincent; Set Decoration: Nora Sopková,false,2020,2019
Production Design,92,1917,2,1,7,7,2,3,Production Design: Dennis Gassner; Set Decoration: Lee Sandales,false,2020,2019
Production Design,92,Once upon a Time...in Hollywood,9,2,8,1,3,2,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,true,2020,2019
Production Design,92,Parasite,2,2,2,2,1,4,Production Design: Lee Ha Jun; Set Decoration: Cho Won Woo,false,2020,2019
Short Film (Animated),92,Dcera (Daughter),0,0,1,0,0,0,Daria Kashcheeva,false,2020,2019
Short Film (Animated),92,Hair Love,0,0,0,0,0,1,Matthew A. Cherry and Karen Rupert Toliver,true,2020,2019
Short Film (Animated),92,Kitbull,0,0,1,0,0,0,Rosana Sullivan and Kathryn Hendrickson,false,2020,2019
Short Film (Animated),92,Memorable,0,0,1,0,0,0,Bruno Collet and Jean-François Le Corre,false,2020,2019
